2024-04-07 16:25:20;dinheiro;139.96
2024-04-07 16:25:21;dinheiro;139.96
2024-04-07 16:25:27;dinheiro;139.96
2024-04-07 16:25:28;dinheiro;139.96
2024-04-07 16:25:29;dinheiro;139.96
2024-04-07 16:25:30;dinheiro;139.96
2024-04-07 16:25:31;dinheiro;139.96
2024-04-07 16:25:31;dinheiro;139.96
2024-04-07 16:25:32;dinheiro;139.96
2024-04-07 16:25:33;dinheiro;139.96
2024-04-07 16:25:34;dinheiro;139.96
2024-04-07 16:25:35;dinheiro;139.96
2024-04-07 16:28:33;pix;139.96
2024-04-07 16:28:49;dinheiro;139.96
2024-04-07 16:28:51;dinheiro;139.96
2024-04-07 16:28:52;dinheiro;139.96
2024-04-07 16:28:53;dinheiro;139.96
2024-04-07 16:28:54;dinheiro;139.96
2024-04-07 16:28:56;dinheiro;139.96
2024-04-07 16:28:56;dinheiro;139.96
2024-04-07 16:28:57;dinheiro;139.96
2024-04-07 16:28:57;dinheiro;139.96
2024-04-07 16:28:58;dinheiro;139.96
2024-04-07 16:28:58;dinheiro;139.96
2024-04-07 16:28:59;dinheiro;139.96
2024-04-07 16:33:48;pix;0
2024-04-07 16:34:38;dinheiro;60
2024-04-07 16:39:26;debito;60
